county_id,crop_type,year,month,known_months,source_note,ag_green_pixel_ratio,ag_vegetation_area_percent,ag_brown_yellow_pixel_ratio,ag_soil_exposure_ratio,ag_shadow_cloud_ratio,ag_mean_brightness,ag_texture_entropy,ag_field_uniformity_score,ndvi_mean,ndvi_median,ndvi_max,ndvi_std,ndvi_cv,ndvi_p25,ndvi_p75,ndvi_above_0_3_ratio,ndvi_above_0_5_ratio,ndvi_above_0_7_ratio,ndvi_low_ratio,ndvi_valid_coverage_ratio,weather_temp_mean,weather_temp_max,weather_temp_min,weather_gdd,weather_heat_stress_days,weather_cold_stress_days,weather_total_precipitation,weather_precipitation_days,weather_heavy_rain_days,weather_drought_index,weather_humidity_mean,weather_wind_mean,weather_solar_radiation_mean,weather_vpd_mean,weather_temp_range_mean,table_source
19001,corn,2017,1,1,ensemble_weighted,0.25210924213435376,25.210924213435376,0.10454422654478457,0.37259845344387754,0.055557769982993194,0.702377035883798,7.559018344914673,0.09628205058039829,0.3927017520338942,0.4666666666666665,0.4666666666666665,0.11876007702575275,0.3037972384928752,0.28888888888888886,0.4666666666666665,0.7239474893376181,0.0,0.0,0.2760525106623819,0.823884371456916,-2.9483360215053556,10.338000000000022,-23.532999999999987,0.0,,,542.198,,,0.0,82.37930107526883,,1240.9819892473117,,,ensemble_weighted
19001,corn,2017,2,1,ensemble_weighted,0.27765317341779544,39.87468409405288,0.11064632323226457,0.42112851668596873,0.07011730988342384,0.7474259315736398,7.494307680332723,0.12810707327660192,0.3982119274052027,0.47391520494617,0.47352096063974836,0.09912977379726423,1.5674310437929444,0.3183368317451406,0.4739712827223761,0.6800872253977968,0.004480585978717193,0.1501416489481926,0.30087195571504344,0.6527362945218464,-3.7185098203257234,7.736383827094872,-16.06432549335763,-51.293607206209764,-0.10364607681020924,-0.024279041754106778,535.2698237956344,-1.626741281053242,0.737649635808334,-0.08720475525762456,82.9044804376252,-0.4285047773377726,1539.2742542685883,0.096027044731993,0.3382396099497159,ensemble_weighted
19001,corn,2017,3,1,ensemble_weighted,0.28102025946741427,57.56789515624148,0.11738354450638028,0.46222597688989764,0.07836066017727408,0.7889702381743351,7.446332334914676,0.1580736730694303,0.399981691362013,0.4892847622774863,0.4807277631762104,0.08485364643410076,2.977469860674999,0.3690817221790422,0.4895394312311885,0.6139199208260464,0.013396547431658759,0.2957237313191096,0.3276117478717128,0.5011187436217692,-4.07384752998037,6.039361798530024,-7.995434511060547,-99.27535734011116,-0.2277140173526669,1.232185014869768,527.7609891113359,-2.8321540408293755,1.4944225815700563,-0.15800656459434148,83.46730571675974,-0.807219653309257,1819.9484817075588,0.17433083230424784,0.6425980276303673,ensemble_weighted
19001,corn,2017,4,1,ensemble_weighted,0.26611361660988136,78.13329206309027,0.12430057645082877,0.4939251363672611,0.07965724248188341,0.8217833429884651,7.421174445049305,0.1873233016600971,0.39389315194663643,0.5085623637936102,0.48820686740899594,0.07522487472728707,5.378464053296049,0.43335347759965,0.5129850671409077,0.540478288072533,0.03459719459395569,0.4153474966684977,0.3613206806817656,0.3666421722377519,-4.0056900576101615,5.014069326955826,0.5471724242892444,-145.27004566773255,-0.3690131187629854,3.71915038727429,520.3508606792914,-3.6136516602974096,2.192398169547862,-0.21008207278313254,84.18037822975657,-1.1036938693506284,2075.432302853332,0.24345273899744307,0.9595963201756132,ensemble_weighted
19001,corn,2017,5,1,ensemble_weighted,0.25015616694498577,100.86472642727074,0.13111442686459848,0.5204420506700025,0.07542442188578784,0.8432120891132955,7.418205978651105,0.21315591137646417,0.3787945621994404,0.5236950809749312,0.4952496224749862,0.06836633517054871,9.049047611004664,0.49746609750566034,0.5359333376922191,0.48147512211513854,0.07554843983368846,0.44082466761271155,0.3958705337194415,0.24547456509403337,-3.689482675243571,4.168094956770595,9.168832986531957,-189.16381842688298,-0.5107799786331643,6.5845970070253905,514.3506729754027,-4.01021810184752,2.795668958880975,-0.24920944755995356,85.27146028471091,-1.3103885186941078,2291.6052272334805,0.31742607647446025,1.332095198364047,ensemble_weighted
19001,corn,2017,6,1,ensemble_weighted,0.25140390318788175,124.7299304224747,0.13736299428521637,0.5484071718463827,0.06761620527834841,0.8572045375028217,7.411593612579693,0.23565905999376746,0.35815308889503794,0.5329099280061004,0.5010021730213883,0.06240929253956748,13.769974678692654,0.5555830186695974,0.5514004832255814,0.44692383574600925,0.14178975656969536,0.31952271858851117,0.41969740116452137,0.12983701665334732,-3.561952446479295,3.010322281292949,17.37005467580297,-232.1017030360167,-0.6296762575168441,8.921221384163871,510.6014693591108,-4.0744428130970585,3.2501790422188184,-0.28471748238333994,86.81103042044748,-1.4791864504093561,2495.130988995904,0.40754922547371936,1.8186129133502833,ensemble_weighted
19001,corn,2017,7,1,ensemble_weighted,0.27669717221484635,148.52449696282736,0.14220691407431676,0.580266586236667,0.057649846801392804,0.8700091776042687,7.381629641559219,0.25780155899849055,0.3374258379737445,0.542942348713302,0.504814467453786,0.055810265644724244,19.253836229313503,0.614951170505633,0.5566789828795877,0.4295946815205196,0.2298304412485569,0.0661361118157704,0.4190952456443061,0.01618350564982564,-3.731917011171504,1.4511507534208161,24.487459300485202,-274.6485888815121,-0.7121891532850828,10.608733559889837,508.9002490403601,-3.834702655271501,3.5245331071550483,-0.3214202609495503,88.5985433679696,-1.6788382983588823,2735.4119529162717,0.5178440964284041,2.4239902895730516,ensemble_weighted
19001,corn,2017,8,1,ensemble_weighted,0.32073821563200483,171.98674425443937,0.1455244666605175,0.6200727454022243,0.04887469980517602,0.886174172832233,7.33342402529649,0.27967088305626486,0.3222178115908311,0.5571115157118303,0.5069817343666131,0.04813332836260139,25.04795166820068,0.6791520631466018,0.5512815195422528,0.4177189228857383,0.33119023047400936,-0.25802869598070777,0.39392125307999526,-0.09196152695891693,-4.264134080617043,-0.16663000801500294,30.306966083197036,-317.85346856950935,-0.7644730308168994,11.84780487651895,509.98067277270394,-3.355205115865696,3.68272970935153,-0.35927052918016666,90.49208051265246,-1.9208932470368232,3016.834569082095,0.6414215832870871,3.122522722127774,ensemble_weighted
19001,corn,2017,9,1,ensemble_weighted,0.3791329719014387,194.97761227055983,0.14704323820674953,0.667344332375425,0.04383061912161443,0.907400080292786,7.276723303016217,0.30237786701264074,0.3156345190172329,0.5739982645761691,0.5078706270017184,0.04009139725490922,30.743729509680797,0.7481295648013218,0.5337280387584885,0.4090265639164289,0.43730911973694664,-0.6035665869712828,0.35361174339926194,-0.18869598858462835,-5.175753556503799,-1.5917076185748877,34.89342949083356,-361.13198976788027,-0.7983201466858665,12.817475912367716,515.8561609483909,-2.6345524779264413,3.79415609830567,-0.3993037001495841,92.53490930646223,-2.20150650117016,3338.7681184509556,0.769763798291309,3.883616770394477,ensemble_weighted
19001,corn,2017,10,1,ensemble_weighted,0.4460566123262008,216.9043149197446,0.14693556691855544,0.7202793386730669,0.042937357927437136,0.9347711391392137,7.203773833853388,0.3271883442224879,0.31807698836185505,0.5948066771649607,0.507815130043797,0.031874356664290476,35.98952611948127,0.8230826701722387,0.5047617890907508,0.40862205772545046,0.5426497131082143,-0.9387664397557576,0.30580234753357166,-0.27379114121721193,-6.647638646858835,-2.9180806916945903,38.4358904029211,-404.07406773444364,-0.8176358049020105,13.827203188244368,527.673289806344,-1.6869198298299786,3.874543930197464,-0.4401016648937834,94.84312669065442,-2.51092795679053,3700.43345646932,0.8965296759030916,4.672063835741191,ensemble_weighted
