feature,mean,std
ag_green_pixel_ratio,0.3810641648563152,0.3280179688542545
ag_vegetation_area_percent,38.10641648563152,32.80179688542545
ag_brown_yellow_pixel_ratio,0.0540322057553552,0.0420473728111154
ag_soil_exposure_ratio,0.3779542129181606,0.2762548569576717
ag_shadow_cloud_ratio,0.0279499647125492,0.0764437025534275
ag_mean_brightness,0.7490989790997049,0.1125070423348175
ag_texture_entropy,6.429710756196077,0.8191942032662339
ag_field_uniformity_score,0.14273709585802,0.0840296762978626
ndvi_mean,0.3035346872049971,0.1590522701131315
ndvi_median,0.3211179659577679,0.1961796788283923
ndvi_max,0.4554502255628928,0.0676296581426407
ndvi_std,0.1284706493514484,0.0489612686491334
ndvi_cv,3.2677370533787284,26.958401429937272
ndvi_p25,0.2412532853493623,0.2103774758914117
ndvi_p75,0.3837377179153655,0.1515483092445764
ndvi_above_0_3_ratio,0.592625238182293,0.2895171896162003
ndvi_above_0_5_ratio,0.0,1.0
ndvi_above_0_7_ratio,0.0,1.0
ndvi_low_ratio,0.4073747618177071,0.2895171896162003
ndvi_valid_coverage_ratio,0.6491696912841092,0.2432851526981984
weather_temp_mean,9.475242158679684,10.640773440603724
weather_temp_max,25.4985277777778,8.837510509072413
weather_temp_min,-5.892466750841728,13.481034366742582
weather_gdd,1924.002189604381,2365.344102005215
weather_heat_stress_days,1.0715488215488216,4.953619305357521
weather_cold_stress_days,143.74368686868686,166.9872942246134
weather_total_precipitation,1124.0374747474748,899.2404272613176
weather_precipitation_days,99.42571548821547,53.3216152140521
weather_heavy_rain_days,33.02293771043771,25.14365587603299
weather_drought_index,0.0048167777718456,0.0479019500634001
weather_humidity_mean,74.43859208769165,5.510066059436281
weather_wind_mean,3.87844215738425,0.7587298838590911
weather_solar_radiation_mean,4014.465780308602,1901.015600197215
weather_vpd_mean,0.3992325236718572,0.2664041699165361
weather_temp_range_mean,10.24835718708958,1.6236050736873933
