county_id,crop_type,year,month,ag_green_pixel_ratio,ag_vegetation_area_percent,ag_brown_yellow_pixel_ratio,ag_soil_exposure_ratio,ag_shadow_cloud_ratio,ag_mean_brightness,ag_texture_entropy,ag_field_uniformity_score,ndvi_mean,ndvi_median,ndvi_max,ndvi_std,ndvi_cv,ndvi_p25,ndvi_p75,ndvi_above_0_3_ratio,ndvi_above_0_5_ratio,ndvi_above_0_7_ratio,ndvi_low_ratio,ndvi_valid_coverage_ratio,weather_temp_mean,weather_temp_max,weather_temp_min,weather_gdd,weather_total_precipitation,weather_drought_index,weather_humidity_mean,weather_solar_radiation_mean,month_sin,month_cos,yield_bu_acre,target_unit
19001,corn,2022,4,0.026526626275510206,2.6526626275510203,0.026735889668367346,0.1964905753968254,0.007172530470521543,0.7770241820686609,7.146015251407154,0.16971342425256805,0.41539791464324044,0.46666666666666656,0.46666666666666656,0.1008526383278315,0.24599183093792476,0.3925925925925925,0.46666666666666656,0.8077514923142018,0.0,0.0,0.1922485076857982,0.9435287786989797,7.849083333333356,29.883000000000038,-11.016999999999996,493.8850000000028,817.533,0.0,63.083611111111104,4231.115277777778,0.8660254037844387,-0.4999999999999998,164.2,BU / ACRE
19001,corn,2022,5,0.23741430165816327,23.741430165816325,0.07397405576814059,0.10718493126417233,0.04396967120181406,0.8245597023531634,6.914028916024471,0.10207425635794042,0.38582948810998285,0.46666666666666656,0.46666666666666656,0.12744076814159155,0.33269834622101524,0.25925925925925924,0.46666666666666656,0.7091740074389616,0.0,0.0,0.29082599256103836,0.7950359180130385,16.680698924731207,36.00200000000001,1.6730000000000018,2605.707000000007,1116.708,0.0,73.33978494623656,4860.786666666667,0.49999999999999994,-0.8660254037844387,164.2,BU / ACRE
19001,corn,2022,6,0.4007438261763039,40.07438261763039,0.04536697491496598,0.027860818806689343,0.021802145337301588,0.8800973297305033,6.506457226670395,0.06533329485279044,0.2998464600298718,0.40740740740740733,0.46666666666666656,0.20606636785892116,0.7201665571567436,0.17037037037037034,0.46666666666666656,0.5570076336283483,0.0,0.0,0.44299236637165174,0.7733367435515873,22.699133333333357,37.263000000000034,7.228000000000009,4571.688000000007,267.673,0.0,68.72916666666667,7188.623055555555,1.2246467991473532e-16,-1.0,164.2,BU / ACRE
19001,corn,2022,7,0.8316060799319728,83.16060799319729,0.06862067743764172,0.011898118622448979,0.0038475676729024947,0.8494613296707572,6.2717004609174625,0.09095830711212281,0.13660262921577654,0.14074074074074072,0.46666666666666656,0.20947593607677148,2.161428098305557,-0.05185185185185184,0.28888888888888886,0.21472973738134465,0.0,0.0,0.7852702626186553,0.6691435037556689,23.89994086021508,34.855999999999995,10.826999999999998,5170.778000000008,349.371,0.0,74.08629032258065,6566.2882365591395,-0.4999999999999997,-0.8660254037844388,164.2,BU / ACRE
19001,corn,2022,8,0.9009995925453514,90.09995925453515,0.060914469954648526,0.03731531675170068,0.0036593413407029476,0.8319502584019719,6.357884163502717,0.10116060463509852,0.09478737070678879,0.03703703703703703,0.46666666666666656,0.20716995657895054,4.020915347186415,-0.05185185185185184,0.21481481481481476,0.19605200495064434,0.0,0.0,0.8039479950493557,0.701449785643424,23.124061827957014,34.85300000000001,11.398000000000025,4882.151000000008,803.3620000000001,0.0,75.56666666666666,6085.019075268817,-0.8660254037844385,-0.5000000000000004,164.2,BU / ACRE
19001,corn,2022,9,0.8553624574829932,85.53624574829932,0.030458342191043083,0.04448563279478458,0.10546432114512472,0.7793851959186452,7.035165927778231,0.11655159762005472,0.1392848820736936,0.11111111111111109,0.46666666666666656,0.21408834336156585,1.8792414747182937,-0.04444444444444443,0.3037037037037036,0.23221373578051072,0.0,0.0,0.7677862642194894,0.660268078585601,18.332383333333357,36.51400000000001,1.9540000000000077,2999.658000000008,985.511,0.0,72.76361111111112,4694.1194444444445,-1.0,-1.8369701987210297e-16,164.2,BU / ACRE
19005,corn,2021,4,0.07647303713151928,7.647303713151928,0.04301193133503402,0.4047917995323129,0.007391758786848073,0.6467732796243497,7.268038982363395,0.1502345565184256,0.30471897657753233,0.19999999999999996,0.46666666666666656,0.1294446283535696,0.4253349308289529,0.19999999999999996,0.46666666666666656,0.3934285995222351,0.0,0.0,0.6065714004777649,0.7706838594812925,9.386243859649147,26.44300000000004,-9.44399999999996,1087.438000000006,287.54499999999996,0.0,59.655789473684216,8898.687368421053,0.8660254037844387,-0.4999999999999998,199.4,BU / ACRE
19005,corn,2021,5,0.4376616532029478,43.76616532029479,0.060648738662131524,0.22970255810657594,0.01211734693877551,0.6736228302084722,7.252304207426416,0.0887867288604068,0.24770461701482496,0.19999999999999996,0.46666666666666656,0.18091131526990922,0.8494052949194356,0.09629629629629627,0.43703703703703695,0.3661401856914852,0.0,0.0,0.6338598143085148,0.6743108701814059,14.774288624787799,34.480999999999995,-1.2989999999999782,3012.58200000001,941.678,0.0,65.84923599320882,10228.887840407471,0.49999999999999994,-0.8660254037844387,199.4,BU / ACRE
19005,corn,2021,6,0.7755301339285715,77.55301339285715,0.045045882936507936,0.050926294997165535,0.06502887613378686,0.7908749307014472,7.045365501594753,0.08763441062538493,0.049064886781368555,-0.022222222222222216,0.46666666666666656,0.24177277539150477,38.00191850150862,-0.17037037037037034,0.25925925925925924,0.18830957976823326,0.0,0.0,0.8116904202317667,0.7279121935232427,23.272103508771952,35.29400000000004,7.018000000000029,7565.099000000013,1392.03,0.0,62.40245614035088,7224.7253035087715,1.2246467991473532e-16,-1.0,199.4,BU / ACRE
19005,corn,2021,7,0.8519323093820862,85.19323093820861,0.011665603741496599,0.019478103741496597,0.06347877692743764,0.7892180179363412,7.028739459262316,0.11390320486168329,0.038971582323872836,-0.05185185185185184,0.46666666666666656,0.20924727391179865,16.565617392344283,-0.10370370370370369,0.14074074074074072,0.14384574972939715,0.0,0.0,0.8561542502706029,0.7314973515447846,22.323621392190176,33.10200000000003,12.363,7258.613000000014,1205.271,0.0,77.44380305602716,6376.721176570459,-0.4999999999999997,-0.8660254037844388,199.4,BU / ACRE
19005,corn,2021,8,0.8361201902636055,83.61201902636054,0.005737581490929705,0.014030612244897957,0.09603196747448979,0.7837750768710262,7.07357602687065,0.13637562947524462,0.0425331811411828,0.022222222222222216,0.46666666666666656,0.18037761145437894,1.8410064455382864,-0.1333333333333333,0.17037037037037034,0.16355160227478097,0.0,0.0,0.8364483977252191,0.7275922087585034,21.715106960950788,32.33800000000002,10.552000000000021,6900.198000000013,2860.577,0.0,76.39083191850594,5638.054018675722,-0.8660254037844385,-0.5000000000000004,199.4,BU / ACRE
19005,corn,2021,9,0.8775809151785715,87.75809151785715,0.016953656462585034,0.037346318735827666,0.03726106327947845,0.7222312926906874,7.256338857727503,0.11611055310304708,0.05582599708845058,-0.022222222222222216,0.46666666666666656,0.19509141257665708,7.495018975220093,-0.06666666666666665,0.21481481481481476,0.1400064536757239,0.0,0.0,0.8599935463242762,0.6790120996315193,18.00360000000002,31.54200000000003,5.0820000000000505,4562.0520000000115,522.937,0.0,71.70315789473685,4526.300605263157,-1.0,-1.8369701987210297e-16,199.4,BU / ACRE
19005,corn,2022,4,0.06762529230442177,6.762529230442177,0.05368214994331066,0.4756457270408163,0.009054793792517007,0.6322072448771174,7.298319980503495,0.15239593187434522,0.3000783357318606,0.19999999999999996,0.46666666666666656,0.12804960283475808,0.4271422591699301,0.19999999999999996,0.46666666666666656,0.3755365044936102,0.0,0.0,0.6244634955063898,0.821233701814059,5.744557894736866,26.629999999999995,-7.123999999999967,314.75700000000273,1043.156,0.0,67.48771929824561,3473.863684210526,0.8660254037844387,-0.4999999999999998,215.9,BU / ACRE
19005,corn,2022,5,0.4133583120748299,41.33583120748299,0.0673352023100907,0.28991616177721086,0.005200582837301588,0.6476080883742386,7.212861036132531,0.11321081800376206,0.2908926916932913,0.19999999999999996,0.46666666666666656,0.14429735093854848,0.5012869285642206,0.19999999999999996,0.46666666666666656,0.3791867989382755,0.0,0.0,0.6208132010617246,0.7283185409580499,16.106879456706302,35.50800000000004,0.8640000000000327,3762.0860000000107,1320.735,0.0,66.40407470288625,5457.279380305603,0.49999999999999994,-0.8660254037844387,215.9,BU / ACRE
19005,corn,2022,6,0.7161989795918368,71.61989795918367,0.06785005668934241,0.0970351031037415,0.012004411139455782,0.693291009980381,7.145902281056909,0.0779016082833219,0.25777255413171163,0.19999999999999996,0.46666666666666656,0.1759071063307414,0.7263959521890491,0.15555555555555553,0.4518518518518517,0.35773326168248254,0.0,0.0,0.6422667383175175,0.7090950963718821,20.898743859649144,36.61200000000002,7.603000000000009,6212.284000000012,1235.003,0.0,65.38894736842104,6604.7868421052635,1.2246467991473532e-16,-1.0,215.9,BU / ACRE
19005,corn,2022,7,0.8396355938208617,83.96355938208617,0.026641776502267574,0.010721150439342403,0.06720565830498866,0.8476312139439108,6.658498161937198,0.11121631700277052,0.021681380572220924,-0.05925925925925925,0.46666666666666656,0.22851932693832636,11.206054802927886,-0.16296296296296292,0.18518518518518515,0.15410072798712765,0.0,0.0,0.8458992720128724,0.7471234587585034,22.38614431239391,32.69900000000001,12.393000000000029,7295.439000000013,3073.159,0.0,75.58692699490662,6459.837458404074,-0.4999999999999997,-0.8660254037844388,215.9,BU / ACRE
19005,corn,2022,8,0.8726693151218821,87.26693151218821,0.004634796626984127,0.010852908871882085,0.06396705817743764,0.7782650429963652,7.283307442253265,0.11646198847410122,0.006507135331483601,-0.029629629629629624,0.46666666666666656,0.19827438279344023,2.980868210236544,-0.14074074074074072,0.09629629629629627,0.13121082619021132,0.0,0.0,0.8687891738097887,0.7734109268707483,21.162037351443146,32.414000000000044,12.636000000000024,6574.440000000013,1684.3870000000002,0.0,79.32648556876062,5039.663246179965,-0.8660254037844385,-0.5000000000000004,215.9,BU / ACRE
